Edad	RangoEdad	Sexo	EstadoCivil	TipoLocalidad	Comuna	Zona	Estrato	TipoVivienda	TiempoEnMedellin	PersonasConLasQueVive	AfiliacionSalud	NivelEstudio	Estudia	ValoracionOportunidadesDeLaCiudadParaEstudiar	ValoracionInstitucionEnHabilidadesDelMundoLaboral	ImpactoProfesoresEnLaVida	Trabaja	PercepcionOfertaLaboral	GastoSemanalTransporte	GastoSemanalRumba	GastoSemanalObligacionesFamiliares	EdadALaQueTuvoPrimerHijo	EdadPrimeraRelacionSexual	ConsumoDrogas	ConsumoCigarrillo	ConsumoLicor	FrecuenciaEjercicio	FrecuenciaLectura	ParticipacionMarchas	ActividadesComunitarias	ParticipacionVoluntariados	ParticipacionGrupoJuvenil
16	14-17	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	Alquilado	De 5 a 10 anos	5 personas	Beneficiario	Grado 11	Si	Muy favorable	Muy favorable	Muy favorable	Nunca he trabajado	Buena	10000	25000	0	No Aplica	No Aplica	No	No	Si	A veces	A veces	No	No	No	No
26	22-26	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	Alquilado	Siempre	2 personas	Subsidiado/ Sisben	Grado 5	No	Favorable	Muy desfavorable	Muy favorable	Si	Muy buena	0	0	50000	18	15	No	No	Si	A veces	Nunca	No	No	No	No
15	14-17	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	Alquilado	Siempre	3 personas	Subsidiado/ Sisben	Grado 8	Si	Favorable	Favorable	Favorable	No	Muy buena	20000	0	0	No Aplica	No Aplica	No	No	No	A veces	Nunca	No	No	No	No
17	14-17	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	Alquilado	Siempre	3 personas	Beneficiario	Grado 11	Si	Favorable	Favorable	Muy favorable	Nunca he trabajado	Buena	15000	15000	0	No Aplica	15	No	No	Si	Nunca	A veces	No	No	No	No
18	18-21	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tu propiedad	Siempre	3 personas	Beneficiario	Grado 11	Si	Muy favorable	Muy favorable	Muy favorable	Nunca he trabajado	Muy buena	20000	30000	0	No Aplica	16	No	Si	Si	Casi Siempre	Nunca	Si	No	No	No
23	22-26	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	Alquilado	Siempre	9 personas	Beneficiario	Tecnica incompleta o en curso	Si	Favorable	Favorable	Muy favorable	Nunca he trabajado	Buena	20000	10000	0	No Aplica	16	No	No	No	Casi nunca	Casi nunca	No	No	No	No
21	18-21	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tus padres/ hermanos	Siempre	3 personas	Subsidiado/ Sisben	Tecnica Completa	No	Favorable	Favorable	Favorable	Si	Buena	20000	40000	50000	No Aplica	15	Si	Si	Si	Casi nunca	Nunca	No	No	No	No
21	18-21	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	Alquilado	Siempre	3 personas	Subsidiado/ Sisben	Universitaria Incompleta o en curso	Si	Favorable	Favorable	Favorable	No	Buena	15000	20000	0	No Aplica	14	No	No	Si	Casi Siempre	Siempre	No	No	No	No
21	18-21	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tus padres/ hermanos	Siempre	4 personas	Subsidiado/ Sisben	Grado 11	No	Favorable	Desfavorable	Favorable	Si	Buena	10000	0	20000	No Aplica	No Aplica	No	No	Si	A veces	A veces	No	No	No	No
19	18-21	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 4	Alquilado	Siempre	9 personas	Beneficiario	Tecnica incompleta o en curso	Si	Favorable	Favorable	Favorable	No	Muy buena	30000	50000	0	No Aplica	16	No	No	Si	Casi Siempre	Casi Siempre	No	No	No	No
14	14-17	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 4	De tus padres/ hermanos	Siempre	3 personas	Beneficiario	Grado 8	Si	Ni favorable/ Ni desfavorable	Muy favorable	Favorable	Nunca he trabajado	Buena	0	0	0	No Aplica	No Aplica	No	No	No	Nunca	Casi nunca	No	No	No	No
15	14-17	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tus padres/ hermanos	Siempre	5 personas	Beneficiario	Grado 9	Si	Favorable	Favorable	Favorable	Nunca he trabajado	Ni buena/ Ni mala	15000	0	0	No Aplica	No Aplica	No	No	No	Casi Siempre	A veces	Si	Si	No	Si
23	22-26	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	Prestado por un familiar o amigo	Siempre	4 personas	Cotizante	Tecnica Completa	Si	Ni favorable/ Ni desfavorable	Favorable	Favorable	No	Muy Mala	20000	20000	0	No Aplica	18	Si	Si	Si	Casi Siempre	Siempre	Si	Si	No	Si
15	14-17	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	Alquilado	Siempre	8 personas	Subsidiado/ Sisben	Grado 6	No	Favorable	Desfavorable	Favorable	Nunca he trabajado	Buena	0	0	0	No Aplica	No Aplica	No	No	No	Siempre	A veces	No	No	No	No
23	22-26	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	Alquilado	Siempre	2 personas	Subsidiado/ Sisben	Grado 11	No	Ni favorable/ Ni desfavorable	Muy favorable	Muy favorable	No	Ni buena/ Ni mala	0	0	0	No Aplica	18	No	No	Si	A veces	A veces	No	Si	No	Si
15	14-17	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	Alquilado	Siempre	4 personas	Subsidiado/ Sisben	Grado 9	Si	Muy favorable	Muy favorable	Muy favorable	Nunca he trabajado	Buena	0	0	150000	No Aplica	No Aplica	No	No	Si	Siempre	A veces	No	Si	No	No
15	14-17	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	Alquilado	Siempre	5 personas	Beneficiario	Grado 9	Si	Favorable	Muy favorable	Muy favorable	Nunca he trabajado	Muy buena	0	0	0	No Aplica	No Aplica	Si	No	Si	Siempre	Siempre	No	No	No	No
14	14-17	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tus padres/ hermanos	Siempre	5 personas	Beneficiario	Grado 8	Si	Muy favorable	Muy favorable	Favorable	Nunca he trabajado	Buena	0	0	0	No Aplica	No Aplica	No	No	No	Casi Siempre	Casi Siempre	Si	Si	No	Si
14	14-17	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tus padres/ hermanos	Siempre	4 personas	Subsidiado/ Sisben	Grado 7	Si	Desfavorable	Ni favorable/ Ni desfavorable	Muy favorable	Nunca he trabajado	Ni buena/ Ni mala	0	0	0	No Aplica	No Aplica	No	No	Si	A veces	Casi Siempre	No	No	No	Si
25	22-26	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	Prestado por un familiar o amigo	Siempre	6 personas	Subsidiado/ Sisben	Tecnica Completa	No	Desfavorable	Muy favorable	Muy favorable	No	Ni buena/ Ni mala	0	50000	50000	No Aplica	16	No	No	Si	A veces	A veces	No	No	No	No
15	14-17	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	Alquilado	Siempre	9 personas	Subsidiado/ Sisben	Grado 10	Si	Favorable	Favorable	Favorable	No	Ni buena/ Ni mala	30000	15000	0	No Aplica	No Aplica	No	No	Si	Casi Siempre	Casi nunca	Si	No	No	No
14	14-17	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	Alquilado	De 1 a 5 anos	3 personas	Beneficiario	Grado 7	Si	Favorable	Favorable	Muy favorable	Nunca he trabajado	Nunca ha realizado	0	0	0	No Aplica	No Aplica	No	No	No	Casi Siempre	A veces	No	No	No	No
21	18-21	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	Alquilado	Siempre	5 personas	Beneficiario	Tecnica incompleta o en curso	Si	Favorable	Ni favorable/ Ni desfavorable	Favorable	No	Buena	15000	0	0	No Aplica	No Aplica	No	No	Si	A veces	Casi Siempre	Si	Si	No	Si
16	14-17	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tus padres/ hermanos	Siempre	4 personas	Subsidiado/ Sisben	Grado 11	Si	Muy favorable	Ni favorable/ Ni desfavorable	Favorable	Nunca he trabajado	Mala	20000	20000	100000	No Aplica	No Aplica	No	No	Si	Casi Siempre	Casi nunca	Si	No	No	No
21	18-21	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	Alquilado	De 5 a 10 anos	5 personas	Subsidiado/ Sisben	Tecnologia Incompleta o en curso	Si	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	Favorable	Si	Mala	35000	0	100000	No Aplica	21	No	No	Si	A veces	Casi Siempre	Si	Si	No	Si
22	22-26	Mujer	Casado(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tus padres/ hermanos	Siempre	9 personas	Subsidiado/ Sisben	Grado 11	No	Favorable	Favorable	Favorable	Si	Ni buena/ Ni mala	0	0	30000	22	17	No	Si	No	A veces	A veces	No	No	No	No
18	18-21	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tus padres/ hermanos	Siempre	3 personas	Ninguno	Tecnica incompleta o en curso	Si	Ni favorable/ Ni desfavorable	Favorable	Muy favorable	Nunca he trabajado	Buena	36000	0	45000	16	15	No	No	Si	A veces	A veces	No	No	No	No
14	14-17	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tus padres/ hermanos	Siempre	4 personas	Beneficiario	Grado 8	Si	Muy favorable	Muy favorable	Muy favorable	Nunca he trabajado	Ni buena/ Ni mala	0	0	0	No Aplica	No Aplica	No	No	No	A veces	A veces	No	Si	No	Si
15	14-17	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	Alquilado	Siempre	6 personas	Beneficiario	Grado 9	Si	Muy favorable	Muy favorable	Favorable	Nunca he trabajado	Buena	20000	0	100000	No Aplica	No Aplica	No	No	No	Casi Siempre	A veces	No	Si	No	Si
22	22-26	Mujer	Casado(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	Alquilado	De 1 a 5 anos	3 personas	Beneficiario	Grado 11	No	Ni favorable/ Ni desfavorable	Favorable	Favorable	Nunca he trabajado	Buena	20000	15000	0	21	20	No	No	Si	Casi nunca	Casi nunca	No	No	Si	Si
16	14-17	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	Alquilado	Siempre	4 personas	Beneficiario	Grado 10	Si	Favorable	Muy favorable	Favorable	Nunca he trabajado	Ni buena/ Ni mala	15000	50000	0	No Aplica	15	No	No	Si	A veces	Casi Siempre	No	No	No	Si
19	18-21	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tus padres/ hermanos	Siempre	4 personas	Ninguno	Tecnica incompleta o en curso	Si	Favorable	Favorable	Muy favorable	Si	Buena	50000	40000	0	No Aplica	15	Si	No	Si	A veces	Nunca	No	No	No	No
18	18-21	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tu propiedad	Siempre	3 personas	Beneficiario	Universitaria Incompleta o en curso	Si	Ni favorable/ Ni desfavorable	Favorable	Ni favorable/ Ni desfavorable	Nunca he trabajado	Ni buena/ Ni mala	6000	0	0	No Aplica	16	No	No	Si	A veces	Nunca	No	No	No	Si
19	18-21	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tus padres/ hermanos	Siempre	4 personas	Beneficiario	Universitaria Incompleta o en curso	Si	Muy favorable	Favorable	Favorable	No	Buena	30000	0	0	No Aplica	16	No	No	Si	A veces	A veces	No	No	No	Si
15	14-17	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	Alquilado	Siempre	2 personas	Subsidiado/ Sisben	Grado 10	Si	Muy favorable	Ni favorable/ Ni desfavorable	Favorable	Si	Ni buena/ Ni mala	0	20000	0	No Aplica	No Aplica	No	Si	Si	Casi nunca	Siempre	No	No	No	No
22	22-26	Hombre	Separado(a) o divorciado(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	Alquilado	Siempre	2 personas	Cotizante	Tecnica Completa	No	Favorable	Ni favorable/ Ni desfavorable	Favorable	Si	Mala	17500	0	80000	21	16	Si	Si	Si	Casi Siempre	A veces	No	No	No	No
22	22-26	Mujer	Separado(a) o divorciado(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	Prestado por un familiar o amigo	Siempre	Mas de 10 personas	Subsidiado/ Sisben	Grado 9	No	Desfavorable	Ni favorable/ Ni desfavorable	Muy favorable	No	Ni buena/ Ni mala	0	0	80000	13	10	Si	Si	Si	A veces	A veces	Si	Si	No	Si
14	14-17	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tus padres/ hermanos	Siempre	4 personas	Beneficiario	Grado 9	Si	Muy favorable	Muy favorable	Favorable	Nunca he trabajado	Buena	0	20000	0	No Aplica	No Aplica	No	No	Si	Siempre	Nunca	No	No	No	No
17	14-17	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	Alquilado	Siempre	10 personas	Subsidiado/ Sisben	Grado 6	No	Favorable	Desfavorable	Favorable	Nunca he trabajado	Buena	0	0	0	14	12	No	No	No	Nunca	Nunca	No	No	No	No
26	22-26	Mujer	No eres casado(a) y vives en pareja hace menos de dos anos	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tus padres/ hermanos	Siempre	10 personas	Subsidiado/ Sisben	Grado 11	No	Favorable	Favorable	Favorable	No	Muy Mala	50000	0	30000	18	16	No	No	Si	Nunca	A veces	No	No	No	No
18	18-21	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	Prestado por un familiar o amigo	Siempre	4 personas	Subsidiado/ Sisben	Grado 10	Si	Favorable	Ni favorable/ Ni desfavorable	Favorable	Nunca he trabajado	Ni buena/ Ni mala	25000	40000	0	No Aplica	15	Si	No	No	Nunca	Casi nunca	No	No	No	Si
20	18-21	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	Alquilado	Siempre	Vive solo	Cotizante	Grado 11	No	Favorable	Favorable	Favorable	Si	Ni buena/ Ni mala	0	30000	100000	No Aplica	17	Si	No	Si	Casi Siempre	A veces	No	Si	No	No
21	18-21	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 4	Alquilado	Siempre	4 personas	Ninguno	Grado 11	No	Favorable	Favorable	Favorable	Si	Mala	0	20000	20000	No Aplica	14	Si	Si	Si	Nunca	Nunca	No	No	No	No
18	18-21	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 4	Alquilado	Siempre	5 personas	Beneficiario	Grado 11	Si	Favorable	Ni favorable/ Ni desfavorable	Favorable	Nunca he trabajado	Mala	10000	25000	0	No Aplica	No Aplica	No	No	Si	Siempre	Casi Siempre	No	No	No	No
20	18-21	Mujer	No eres casado(a) y vives en pareja hace menos de dos anos	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 4	Alquilado	Menos de 1 ano	2 personas	Cotizante	Grado 8	No	Favorable	Ni favorable/ Ni desfavorable	Favorable	Si	Buena	10000	0	100000	14	13	No	No	No	Siempre	Siempre	No	No	No	No
17	14-17	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tus padres/ hermanos	Siempre	4 personas	Beneficiario	Universitaria Incompleta o en curso	Si	Favorable	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	Nunca he trabajado	Mala	0	0	0	No Aplica	No Aplica	No	No	Si	Casi nunca	A veces	No	No	No	Si
17	14-17	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	Alquilado	Siempre	4 personas	Beneficiario	Grado 11	Si	Favorable	Muy favorable	Favorable	No	Ni buena/ Ni mala	25000	20000	0	No Aplica	16	No	Si	Si	A veces	A veces	No	Si	No	Si
20	18-21	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	Alquilado	Siempre	3 personas	Beneficiario	Universitaria Incompleta o en curso	Si	Favorable	Ni favorable/ Ni desfavorable	Muy favorable	Si	Mala	30000	50000	0	No Aplica	16	Si	No	Si	A veces	A veces	No	Si	No	No
18	18-21	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tus padres/ hermanos	Menos de 1 ano	3 personas	Subsidiado/ Sisben	Tecnologia Incompleta o en curso	Si	Favorable	Favorable	Favorable	No	Buena	12000	0	0	No Aplica	17	No	No	Si	A veces	Casi nunca	No	No	No	Si
14	14-17	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	Alquilado	Siempre	6 personas	Beneficiario	Grado 8	Si	Favorable	Favorable	Favorable	Nunca he trabajado	Ni buena/ Ni mala	0	0	0	No Aplica	No Aplica	No	No	Si	A veces	A veces	No	No	No	No
19	18-21	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tus padres/ hermanos	Siempre	6 personas	Subsidiado/ Sisben	Universitaria Incompleta o en curso	Si	Favorable	Favorable	Favorable	No	Ni buena/ Ni mala	30000	0	0	No Aplica	16	No	No	Si	Casi Siempre	Casi Siempre	No	No	No	Si
14	14-17	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	De tus padres/ hermanos	Siempre	6 personas	Beneficiario	Grado 8	Si	Favorable	Favorable	Muy favorable	Nunca he trabajado	Buena	15000	10000	0	No Aplica	No Aplica	Si	Si	Si	Siempre	Casi Siempre	No	No	No	No
21	18-21	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	Alquilado	De 5 a 10 anos	5 personas	Subsidiado/ Sisben	Universitaria Incompleta o en curso	Si	Favorable	Favorable	Favorable	Si	Buena	30000	30000	0	No Aplica	14	Si	Si	Si	Casi Siempre	A veces	No	No	No	No
21	18-21	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	Alquilado	Menos de 1 ano	4 personas	Subsidiado/ Sisben	Grado 10	No	Favorable	Favorable	Favorable	Si	Buena	0	40000	20000	No Aplica	12	Si	Si	Si	A veces	A veces	No	No	No	No
15	14-17	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	Prestado por un familiar o amigo	Siempre	2 personas	Subsidiado/ Sisben	Grado 10	Si	Muy favorable	Muy favorable	Favorable	No	Mala	0	20000	0	No Aplica	No Aplica	Si	Si	Si	Casi Siempre	A veces	No	No	No	No
15	14-17	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	De tus padres/ hermanos	Siempre	5 personas	Subsidiado/ Sisben	Grado 10	Si	Muy favorable	Muy favorable	Favorable	No	Buena	0	30000	0	No Aplica	15	Si	Si	Si	Casi Siempre	A veces	No	No	No	No
20	18-21	Hombre	No eres casado(a) y vives en pareja hace menos de dos anos	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 1	Prestado por un familiar o amigo	Siempre	4 personas	Cotizante	Grado 11	No	Muy favorable	Desfavorable	Favorable	Si	Ni buena/ Ni mala	30000	0	100000	20	13	Si	Si	Si	Casi Siempre	Casi nunca	No	No	No	No
18	18-21	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 1	Alquilado	Menos de 1 ano	5 personas	Subsidiado/ Sisben	Grado 9	No	Ni favorable/ Ni desfavorable	Desfavorable	Favorable	No	Buena	6000	0	20000	15	15	No	No	Si	Casi nunca	A veces	No	No	No	Si
22	22-26	Mujer	No eres casado(a) y vives en pareja hace dos anos o mas	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	Alquilado	De 1 a 5 anos	2 personas	Beneficiario	Tecnica Completa	No	Desfavorable	Favorable	Favorable	No	Muy Mala	10000	0	0	No Aplica	16	No	Si	Si	Casi Siempre	Casi nunca	No	No	No	Si
16	14-17	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	Alquilado	Siempre	5 personas	Subsidiado/ Sisben	Grado 9	Si	Favorable	Favorable	Desfavorable	Nunca he trabajado	Buena	15000	0	0	No Aplica	No Aplica	No	No	No	A veces	A veces	No	No	No	No
19	18-21	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	Alquilado	Menos de 1 ano	2 personas	Beneficiario	Grado 9	No	Favorable	Favorable	Favorable	No	Buena	30000	50000	80000	No Aplica	17	No	No	Si	A veces	A veces	No	No	No	Si
15	14-17	Mujer	No eres casado(a) y vives en pareja hace menos de dos anos	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 1	Alquilado	Siempre	2 personas	Subsidiado/ Sisben	Grado 7	No	Ni favorable/ Ni desfavorable	Favorable	Favorable	Nunca he trabajado	Ni buena/ Ni mala	6000	0	0	No Aplica	12	Si	Si	Si	Casi Siempre	A veces	No	No	No	No
17	14-17	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 1	Prestado por un familiar o amigo	Siempre	8 personas	Subsidiado/ Sisben	Grado 11	Si	Favorable	Favorable	Muy favorable	Nunca he trabajado	Buena	0	15000	0	No Aplica	14	No	No	Si	A veces	A veces	No	No	No	No
18	18-21	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 1	Alquilado	De 5 a 10 anos	5 personas	Subsidiado/ Sisben	Grado 11	No	Muy favorable	Favorable	Muy favorable	Si	Buena	0	0	100000	No Aplica	14	No	No	Si	Siempre	A veces	No	No	No	No
24	22-26	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 1	Alquilado	De 1 a 5 anos	3 personas	Subsidiado/ Sisben	Grado 8	No	Favorable	Favorable	Muy favorable	Si	Mala	20000	0	150000	16	16	No	No	No	A veces	Casi Siempre	No	No	No	No
16	14-17	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 1	Prestado por un familiar o amigo	De 1 a 5 anos	3 personas	Beneficiario	Grado 11	Si	Muy favorable	Favorable	Favorable	Nunca he trabajado	Ni buena/ Ni mala	15000	0	0	No Aplica	No Aplica	No	No	Si	Casi Siempre	Casi Siempre	No	No	No	No
24	22-26	Mujer	No eres casado(a) y vives en pareja hace dos anos o mas	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 1	Alquilado	Mas de 10 anos	10 personas	Subsidiado/ Sisben	Grado 5	No	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	Favorable	Si	Muy Mala	20000	0	100000	No Aplica	14	No	No	Si	Casi nunca	A veces	No	No	No	No
16	14-17	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 1	Alquilado	Siempre	2 personas	Subsidiado/ Sisben	Grado 8	No	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	Si	Muy Mala	0	50000	50000	No Aplica	15	Si	Si	Si	Casi Siempre	A veces	No	No	No	No
19	18-21	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	Prestado por un familiar o amigo	Siempre	5 personas	Subsidiado/ Sisben	Tecnica Completa	No	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	Favorable	No	Mala	15000	50000	0	No Aplica	11	Si	No	Si	Siempre	Casi nunca	Si	No	Si	No
20	18-21	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 1	Alquilado	Siempre	6 personas	Subsidiado/ Sisben	Grado 11	No	Muy favorable	Muy favorable	Desfavorable	Si	Buena	0	35000	50000	No Aplica	12	No	No	Si	Siempre	A veces	No	No	No	Si
20	18-21	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	Alquilado	Siempre	5 personas	Beneficiario	Tecnologia Incompleta o en curso	Si	Ni favorable/ Ni desfavorable	Desfavorable	Muy favorable	Si	Mala	30000	40000	0	No Aplica	16	Si	Si	Si	Siempre	Casi nunca	Si	Si	No	No
22	22-26	Mujer	No eres casado(a) y vives en pareja hace dos anos o mas	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tus padres/ hermanos	Siempre	9 personas	Cotizante	Tecnica Completa	No	Desfavorable	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	Si	Mala	18000	0	150000	17	14	No	No	Si	Nunca	Casi nunca	No	No	No	No
26	22-26	Mujer	Casado(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	De tus padres/ hermanos	Siempre	7 personas	Beneficiario	Grado 9	No	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	Favorable	No	Mala	0	0	20000	16	14	No	No	No	Nunca	A veces	No	No	No	No
21	18-21	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	Alquilado	Siempre	5 personas	Subsidiado/ Sisben	Grado 4	No	Muy desfavorable	Muy desfavorable	Desfavorable	Nunca he trabajado	Nunca ha realizado	20000	0	0	No Aplica	15	No	No	Si	Nunca	Nunca	No	No	No	No
18	18-21	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tus padres/ hermanos	Siempre	6 personas	Beneficiario	Universitaria Incompleta o en curso	Si	Muy favorable	Favorable	Favorable	Nunca he trabajado	Ni buena/ Ni mala	10000	30000	0	No Aplica	No Aplica	No	No	Si	Siempre	A veces	No	Si	No	No
14	14-17	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tus padres/ hermanos	Siempre	4 personas	Subsidiado/ Sisben	Grado 8	Si	Muy favorable	Muy favorable	Muy favorable	Nunca he trabajado	Ni buena/ Ni mala	0	0	0	No Aplica	No Aplica	No	No	No	A veces	A veces	No	No	No	No
17	14-17	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	De tus padres/ hermanos	Siempre	5 personas	Beneficiario	Grado 11	No	Favorable	Favorable	Ni favorable/ Ni desfavorable	Si	Ni buena/ Ni mala	0	40000	25000	No Aplica	14	Si	No	Si	Casi nunca	Casi nunca	No	No	No	No
25	22-26	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	Alquilado	Siempre	4 personas	Cotizante	Grado 11	No	Favorable	Favorable	Favorable	Si	Mala	10000	60000	90000	No Aplica	12	Si	Si	Si	A veces	A veces	No	No	No	No
25	22-26	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	Alquilado	Siempre	2 personas	Subsidiado/ Sisben	Grado 11	No	Favorable	Favorable	Desfavorable	Si	Ni buena/ Ni mala	0	60000	150000	14	13	Si	No	Si	Siempre	A veces	No	No	No	Si
16	14-17	Mujer	No eres casado(a) y vives en pareja hace menos de dos anos	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	Prestado por un familiar o amigo	Siempre	Mas de 10 personas	Beneficiario	Grado 7	No	Desfavorable	Favorable	Favorable	Nunca he trabajado	Mala	0	0	100000	No Aplica	14	No	Si	Si	Siempre	Casi nunca	No	No	No	Si
